indice,esperado,previsto,acertou,y_A,y_B,y_C,y_D,y_E,y_F,y_G,y_H,y_I,y_J,y_K,y_L,y_M,y_N,y_O,y_P,y_Q,y_R,y_S,y_T,y_U,y_V,y_W,y_X,y_Y,y_Z
19,H,W,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-0.999952,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-0.999945,-1.000000,-1.000000,-1.000000
20,F,E,0,-0.999941,-0.999998,-0.999999,-1.000000,-0.898967,-1.000000,-0.999952,-0.999999,-1.000000,-0.999999,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-0.999996,-1.000000,-1.000000,-1.000000,-0.999994,-1.000000,-1.000000,-0.999966,-1.000000
21,K,W,0,-1.000000,-0.999989,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-0.999997,-1.000000,-0.999999,-0.999886,-1.000000,-1.000000,-0.999999,-1.000000,-0.999993,-1.000000,-1.000000,-0.999992,-1.000000,-0.999999,-0.999989,-0.999883,-0.999979,-1.000000,-1.000000
22,O,Q,0,-0.999997,-0.999985,-0.999856,-1.000000,-1.000000,-0.999960,-1.000000,-0.999983,-1.000000,-0.999998,-0.999999,-1.000000,-1.000000,-0.999998,-1.000000,-0.999838,0.999903,-0.999997,-0.999961,-1.000000,-0.999390,-0.999412,-1.000000,-1.000000,-1.000000,-1.000000
23,Z,Z,1,-0.996431,-0.998956,-1.000000,-1.000000,-1.000000,-0.999998,-1.000000,-0.998592,-1.000000,-0.999831,-1.000000,-1.000000,-0.999999,-0.999983,-1.000000,-0.999791,-1.000000,-0.999837,-0.999956,-1.000000,-1.000000,-0.999278,-0.999970,-0.999985,-1.000000,0.849701
24,V,T,0,-0.999998,-0.999999,-1.000000,-1.000000,-0.999952,-1.000000,-0.993590,-0.999999,-1.000000,-0.999999,-1.000000,-1.000000,-0.999994,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-0.980192,-1.000000,-0.999996,-1.000000,-1.000000,-1.000000,-1.000000
25,J,V,0,-0.999985,-0.999966,-0.999999,-1.000000,-0.999999,-1.000000,-1.000000,-0.999991,-0.999964,-0.999982,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-0.999996,-1.000000,-0.999997,-1.000000,-0.999999,-1.000000,-0.999957,-1.000000,-1.000000,-1.000000,-1.000000
26,C,L,0,-0.999962,-0.999775,0.966772,-1.000000,-0.999996,-0.999807,-1.000000,-0.999996,-1.000000,-0.999997,-1.000000,0.999875,-1.000000,-0.999996,-1.000000,-0.999865,-1.000000,-0.999903,-0.999893,-1.000000,-0.946598,-0.999870,-1.000000,-1.000000,-0.999995,-1.000000
27,J,E,0,-0.999118,-0.999993,-1.000000,-1.000000,-0.997947,-1.000000,-1.000000,-0.999985,-1.000000,-0.999987,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-0.999989,-0.999998,-1.000000,-1.000000,-0.999995,-1.000000,-1.000000,-1.000000,-1.000000
28,K,K,1,-1.000000,-0.999971,-1.000000,-1.000000,-1.000000,-0.999999,-1.000000,-0.999983,-1.000000,-0.999999,0.786455,-1.000000,-0.999864,-0.999879,-1.000000,-0.999983,-1.000000,-0.999999,-0.999981,-0.999999,-1.000000,-0.999979,-0.999885,-0.998223,-1.000000,-1.000000
29,U,U,1,-0.998846,-0.998980,-1.000000,-1.000000,-1.000000,-0.999976,-1.000000,-0.999894,-1.000000,-0.999995,-1.000000,-1.000000,-0.999997,-0.999978,-1.000000,-0.999865,-1.000000,-0.999999,-0.999672,-1.000000,0.721983,-0.999926,-1.000000,-1.000000,-1.000000,-1.000000
30,I,E,0,-0.999925,-0.999997,-0.999999,-1.000000,-0.954906,-1.000000,-0.999958,-0.999999,-1.000000,-0.999999,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-0.999994,-1.000000,-1.000000,-1.000000,-0.999992,-1.000000,-1.000000,-0.999879,-1.000000
31,L,L,1,-0.999996,-0.999993,-1.000000,-1.000000,-0.999993,-1.000000,-1.000000,-0.999999,-1.000000,-1.000000,-1.000000,-0.897919,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-0.999999,-1.000000,-1.000000,-0.999998,-1.000000,-1.000000,-0.999999,-1.000000
32,S,E,0,-0.999995,-1.000000,-1.000000,-1.000000,-0.998494,-1.000000,-1.000000,-0.999999,-1.000000,-0.999999,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-0.999998,-0.999999,-1.000000,-1.000000,-0.999996,-1.000000,-1.000000,-1.000000,-1.000000
33,J,A,0,-0.999925,-0.999979,-1.000000,-1.000000,-1.000000,-0.999999,-1.000000,-0.999990,-1.000000,-0.999998,-1.000000,-0.999956,-0.999999,-0.999997,-1.000000,-0.999999,-1.000000,-0.999999,-0.999991,-1.000000,-1.000000,-0.999998,-0.999941,-1.000000,-1.000000,-1.000000
34,K,K,1,-1.000000,-0.999959,-1.000000,-1.000000,-1.000000,-0.999990,-1.000000,-0.999989,-1.000000,-0.999998,0.999309,-0.913341,-1.000000,-0.999933,-1.000000,-0.999940,-1.000000,-0.999997,-0.999579,-1.000000,-0.999998,-0.999929,-0.999979,-1.000000,-1.000000,-1.000000
35,R,W,0,-1.000000,-0.999923,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-0.999819,-1.000000,-0.999997,-1.000000,-1.000000,-0.999792,-0.999867,-1.000000,-0.999951,-1.000000,-1.000000,-0.999980,-1.000000,-0.986295,-0.999976,-0.879425,-1.000000,-1.000000,-1.000000
36,X,X,1,-0.999967,-0.999835,-0.999999,-1.000000,-1.000000,-0.999972,-1.000000,-0.999770,-0.999993,-0.999990,-0.915078,-1.000000,-1.000000,-0.999956,-1.000000,-0.999444,-1.000000,-0.999120,-0.998852,-1.000000,-1.000000,-0.996234,-1.000000,0.916130,-1.000000,-0.999891
37,Z,Z,1,-0.994502,-0.994517,-0.999999,-1.000000,-1.000000,-0.999873,-1.000000,-0.994948,-0.999990,-0.999763,-1.000000,-1.000000,-1.000000,-0.998641,-1.000000,-0.998270,-1.000000,-0.993875,-0.998065,-0.999964,-1.000000,-0.995006,-0.999995,-1.000000,-1.000000,1.000000
38,V,E,0,-0.999941,-0.999998,-0.999999,-1.000000,-0.898958,-1.000000,-0.999952,-0.999999,-1.000000,-0.999999,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-0.999996,-1.000000,-1.000000,-1.000000,-0.999994,-1.000000,-1.000000,-0.999966,-1.000000
39,V,L,0,-0.999996,-0.999993,-1.000000,-1.000000,-0.999993,-1.000000,-1.000000,-0.999999,-1.000000,-1.000000,-1.000000,-0.898139,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-0.999999,-1.000000,-1.000000,-0.999998,-1.000000,-1.000000,-0.999999,-1.000000
40,S,T,0,-0.999998,-0.999999,-1.000000,-1.000000,-0.999952,-1.000000,-0.993592,-0.999999,-1.000000,-0.999999,-1.000000,-1.000000,-0.999994,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-0.980202,-1.000000,-0.999996,-1.000000,-1.000000,-1.000000,-1.000000
41,N,X,0,-0.999999,-0.999997,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-0.999995,-1.000000,-0.999989,-0.999995,-1.000000,-1.000000,-1.000000,-1.000000,-0.999996,-1.000000,-0.999999,-0.999998,-1.000000,-1.000000,-0.999970,-1.000000,-0.996754,-1.000000,-1.000000
42,W,W,1,-0.999974,-0.997657,-1.000000,-1.000000,-1.000000,-0.999934,-1.000000,-0.999538,-1.000000,-0.998987,-1.000000,-1.000000,-1.000000,-0.999737,-1.000000,-0.998860,-1.000000,-0.999954,-0.999999,-1.000000,-1.000000,-0.998640,1.000000,-1.000000,-1.000000,-1.000000
43,A,W,0,-1.000000,-0.999989,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-0.999997,-1.000000,-0.999999,-0.999886,-1.000000,-1.000000,-0.999999,-1.000000,-0.999993,-1.000000,-1.000000,-0.999992,-1.000000,-0.999999,-0.999989,-0.999883,-0.999979,-1.000000,-1.000000
44,E,E,1,-0.999934,-0.999992,-0.891785,-1.000000,0.998114,-0.999986,-1.000000,-0.999996,-1.000000,-0.999999,-1.000000,-0.985982,-1.000000,-0.999999,-1.000000,-0.999999,-1.000000,-0.999857,-0.999988,-0.999991,-1.000000,-0.999961,-1.000000,-1.000000,-0.999934,-1.000000
45,V,M,0,-1.000000,-0.999987,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-0.999997,-1.000000,-1.000000,-1.000000,-1.000000,-0.998452,-1.000000,-1.000000,-0.999999,-1.000000,-1.000000,-1.000000,-0.999328,-0.999998,-0.999995,-0.999999,-1.000000,-1.000000,-1.000000
46,W,W,1,-1.000000,-0.999961,-1.000000,-1.000000,-1.000000,-0.999999,-1.000000,-0.999992,-1.000000,-0.999978,-0.999714,-1.000000,-1.000000,-0.999987,-1.000000,-0.999834,-1.000000,-0.999999,-0.999993,-1.000000,-0.999904,-0.999653,0.999997,-1.000000,-1.000000,-1.000000
47,M,M,1,-0.999999,-0.999992,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-0.999936,-1.000000,-1.000000,-1.000000,-0.999998,0.999979,-0.999940,-1.000000,-0.999997,-1.000000,-1.000000,-0.999998,-0.370331,-1.000000,-0.999998,-1.000000,-1.000000,-1.000000,-1.000000
48,J,V,0,-0.999985,-0.999966,-0.999999,-1.000000,-0.999999,-1.000000,-1.000000,-0.999991,-0.999964,-0.999982,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-0.999996,-1.000000,-0.999997,-1.000000,-0.999999,-1.000000,-0.999957,-1.000000,-1.000000,-1.000000,-1.000000
49,T,T,1,-1.000000,-0.999945,-0.997447,-1.000000,-0.999993,-0.999998,-1.000000,-0.999981,-0.999999,-0.999975,-0.997036,-1.000000,-1.000000,-0.999999,-1.000000,-0.999969,-1.000000,-0.999995,-1.000000,0.999973,-1.000000,-0.999829,-0.999998,-1.000000,-1.000000,-0.999999
50,G,G,1,-0.999985,-0.999923,-0.999999,-1.000000,-1.000000,-0.999985,0.982375,-0.999978,-1.000000,-0.999994,-1.000000,-1.000000,-0.999998,-1.000000,-0.933792,-0.999950,-0.982905,-0.999998,-1.000000,-1.000000,-1.000000,-0.999599,-1.000000,-1.000000,-1.000000,-1.000000
51,Q,O,0,-0.999753,-0.999055,-0.999998,-0.998523,-1.000000,-0.997739,-1.000000,-0.999055,-1.000000,-0.999892,-1.000000,-1.000000,-0.999999,-0.999957,1.000000,-0.998859,-1.000000,-0.999878,-0.999992,-1.000000,-1.000000,-0.997616,-1.000000,-1.000000,-1.000000,-1.000000
52,G,G,1,-0.999999,-0.999753,-1.000000,-1.000000,-1.000000,-0.999983,-0.994656,-0.999986,-1.000000,-0.999999,-1.000000,-1.000000,-0.999871,-1.000000,-0.999906,-0.999909,-1.000000,-1.000000,-1.000000,-1.000000,-0.999918,-0.999854,-1.000000,-1.000000,-1.000000,-1.000000
53,B,E,0,-0.999120,-0.999993,-1.000000,-1.000000,-0.997941,-1.000000,-1.000000,-0.999985,-1.000000,-0.999987,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-0.999989,-0.999998,-1.000000,-1.000000,-0.999995,-1.000000,-1.000000,-1.000000,-1.000000
54,E,E,1,-0.999934,-0.999992,-0.891785,-1.000000,0.998114,-0.999986,-1.000000,-0.999996,-1.000000,-0.999999,-1.000000,-0.985982,-1.000000,-0.999999,-1.000000,-0.999999,-1.000000,-0.999857,-0.999988,-0.999991,-1.000000,-0.999961,-1.000000,-1.000000,-0.999934,-1.000000
55,P,E,0,-0.999960,-0.999998,-0.999999,-1.000000,-0.956862,-1.000000,-0.999915,-0.999999,-1.000000,-0.999999,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-0.999997,-1.000000,-1.000000,-1.000000,-0.999994,-1.000000,-1.000000,-0.999987,-1.000000
56,O,O,1,-0.999753,-0.999055,-0.999998,-0.998523,-1.000000,-0.997739,-1.000000,-0.999055,-1.000000,-0.999892,-1.000000,-1.000000,-0.999999,-0.999957,1.000000,-0.998859,-1.000000,-0.999878,-0.999992,-1.000000,-1.000000,-0.997616,-1.000000,-1.000000,-1.000000,-1.000000
57,G,G,1,-0.999993,-0.999986,0.058281,-1.000000,-1.000000,-0.999996,0.997489,-0.999997,-1.000000,-0.999967,-1.000000,-1.000000,-1.000000,-1.000000,-0.999954,-0.999983,-1.000000,-0.999991,-1.000000,-1.000000,-1.000000,-0.999901,-1.000000,-1.000000,-1.000000,-1.000000
58,C,C,1,-0.999993,-0.999945,0.999981,-1.000000,-0.999999,-0.999726,-0.989022,-0.999989,-1.000000,-0.999957,-1.000000,-1.000000,-1.000000,-1.000000,-0.970388,-0.999859,-1.000000,-0.999706,-1.000000,-1.000000,-1.000000,-0.999349,-1.000000,-1.000000,-1.000000,-1.000000
59,C,E,0,-0.999995,-1.000000,-1.000000,-1.000000,-0.998471,-1.000000,-1.000000,-0.999999,-1.000000,-0.999999,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-0.999998,-0.999999,-1.000000,-1.000000,-0.999996,-1.000000,-1.000000,-1.000000,-1.000000
60,N,E,0,-0.999995,-1.000000,-1.000000,-1.000000,-0.998471,-1.000000,-1.000000,-0.999999,-1.000000,-0.999999,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-0.999998,-0.999999,-1.000000,-1.000000,-0.999996,-1.000000,-1.000000,-1.000000,-1.000000
61,Q,D,0,-0.999978,-0.999908,-1.000000,0.434781,-1.000000,-0.998925,-1.000000,-0.999456,-1.000000,-0.999936,-1.000000,-1.000000,-1.000000,-0.999923,-0.915235,-0.998981,-0.999994,-0.999956,-0.999955,-1.000000,-0.999999,-0.998372,-1.000000,-1.000000,-1.000000,-1.000000
62,P,J,0,-0.999996,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-0.999994,-1.000000,-0.999992,-1.000000,-1.000000,-0.999997,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-0.999998,-0.999997,-1.000000,-1.000000,-1.000000
63,W,D,0,-0.999784,-0.999994,-1.000000,0.997166,-1.000000,-0.999922,-1.000000,-0.999986,-1.000000,-0.999984,-1.000000,-1.000000,-1.000000,-0.999830,-1.000000,-0.999999,-1.000000,-0.999756,-0.999847,-1.000000,-1.000000,-0.999992,0.930846,-1.000000,-1.000000,-1.000000
64,Z,Z,1,-0.994502,-0.994517,-0.999999,-1.000000,-1.000000,-0.999873,-1.000000,-0.994948,-0.999990,-0.999763,-1.000000,-1.000000,-1.000000,-0.998641,-1.000000,-0.998270,-1.000000,-0.993875,-0.998065,-0.999964,-1.000000,-0.995006,-0.999995,-1.000000,-1.000000,1.000000
65,G,O,0,-0.999850,-0.999837,-1.000000,-1.000000,-1.000000,-0.999976,-0.920660,-0.999843,-1.000000,-0.999910,-1.000000,-1.000000,-0.999993,-1.000000,0.997387,-0.999896,-1.000000,-0.999995,-1.000000,-1.000000,-1.000000,-0.999718,-1.000000,-1.000000,-1.000000,-1.000000
66,K,E,0,-1.000000,-1.000000,-1.000000,-1.000000,-0.986479,-0.999999,-1.000000,-0.999998,-1.000000,-0.999999,-0.997717,-1.000000,-1.000000,-1.000000,-1.000000,-0.999999,-1.000000,-0.999998,-0.999999,-0.999939,-1.000000,-0.999984,-1.000000,-1.000000,-1.000000,-1.000000
67,Q,Q,1,-0.999998,-0.999978,-0.999979,-1.000000,-1.000000,-0.999836,-1.000000,-0.999972,-1.000000,-0.999997,-1.000000,-1.000000,-1.000000,-0.999998,-1.000000,-0.999744,0.965586,-0.999992,-0.999988,-1.000000,-0.999999,-0.998902,-1.000000,-1.000000,-1.000000,-1.000000
68,M,W,0,-0.999994,-0.999998,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-0.999994,-1.000000,-0.999999,-1.000000,-0.999999,-1.000000,-0.999993,-1.000000,-0.999999,-1.000000,-1.000000,-0.999947,-1.000000,-0.999965,-0.999999,-0.999893,-1.000000,-1.000000,-1.000000
69,Q,Q,1,-0.999997,-0.999985,-0.999856,-1.000000,-1.000000,-0.999960,-1.000000,-0.999983,-1.000000,-0.999998,-0.999999,-1.000000,-1.000000,-0.999998,-1.000000,-0.999838,0.999903,-0.999997,-0.999961,-1.000000,-0.999390,-0.999412,-1.000000,-1.000000,-1.000000,-1.000000
70,G,C,0,-0.999993,-0.999945,0.999981,-1.000000,-0.999999,-0.999729,-0.988735,-0.999989,-1.000000,-0.999957,-1.000000,-1.000000,-1.000000,-1.000000,-0.970799,-0.999860,-1.000000,-0.999708,-1.000000,-1.000000,-1.000000,-0.999351,-1.000000,-1.000000,-1.000000,-1.000000
71,T,T,1,-1.000000,-0.999945,-0.997447,-1.000000,-0.999993,-0.999998,-1.000000,-0.999981,-0.999999,-0.999975,-0.997036,-1.000000,-1.000000,-0.999999,-1.000000,-0.999969,-1.000000,-0.999995,-1.000000,0.999973,-1.000000,-0.999829,-0.999998,-1.000000,-1.000000,-0.999999
72,M,M,1,-0.999997,-0.999992,-1.000000,-1.000000,-1.000000,-0.999994,-1.000000,-0.999708,-1.000000,-0.999968,-1.000000,-1.000000,1.000000,-0.999736,-1.000000,-0.999997,-0.999874,-0.999995,-0.999993,-1.000000,-0.998675,-0.999994,-1.000000,-1.000000,-1.000000,-1.000000
73,U,L,0,-1.000000,-0.999997,-1.000000,-1.000000,-1.000000,-0.999998,-1.000000,-0.999997,-1.000000,-1.000000,-0.998931,-0.974553,-0.999988,-0.999986,-1.000000,-0.999997,-1.000000,-1.000000,-0.999971,-1.000000,-0.999910,-0.999987,-0.999999,-1.000000,-1.000000,-1.000000
74,B,L,0,-0.999936,-0.999977,-1.000000,-1.000000,-1.000000,-0.999999,-1.000000,-0.999990,-1.000000,-0.999998,-1.000000,-0.999867,-0.999998,-0.999996,-1.000000,-0.999999,-1.000000,-0.999999,-0.999991,-1.000000,-0.999999,-0.999998,-0.999903,-1.000000,-1.000000,-1.000000
75,B,W,0,-0.999994,-0.999998,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-0.999994,-1.000000,-0.999999,-1.000000,-0.999999,-1.000000,-0.999993,-1.000000,-0.999999,-1.000000,-1.000000,-0.999946,-1.000000,-0.999963,-0.999999,-0.999888,-1.000000,-1.000000,-1.000000
76,U,S,0,-0.999987,-0.999988,-1.000000,-1.000000,-1.000000,-0.999999,-1.000000,-0.999961,-1.000000,-1.000000,-1.000000,-1.000000,-0.999998,-0.999944,-1.000000,-0.999998,-1.000000,-1.000000,-0.999011,-1.000000,-0.999685,-0.999994,-0.999999,-1.000000,-1.000000,-1.000000
77,I,V,0,-0.999985,-0.999966,-0.999999,-1.000000,-0.999999,-1.000000,-1.000000,-0.999991,-0.999964,-0.999982,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-0.999996,-1.000000,-0.999997,-1.000000,-0.999999,-1.000000,-0.999957,-1.000000,-1.000000,-1.000000,-1.000000
78,H,M,0,-1.000000,-0.999999,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-0.999992,-1.000000,-1.000000,-1.000000,-1.000000,-0.995168,-0.999977,-1.000000,-1.000000,-1.000000,-1.000000,-0.999993,-1.000000,-0.999999,-1.000000,-0.999995,-1.000000,-1.000000,-1.000000
79,U,U,1,-0.999997,-0.999839,-1.000000,-1.000000,-1.000000,-0.999903,-1.000000,-0.999865,-1.000000,-0.999996,-1.000000,-1.000000,-0.999917,-0.998622,-1.000000,-0.999178,-1.000000,-0.999999,-0.998314,-1.000000,0.999927,-0.999804,-0.999980,-1.000000,-1.000000,-1.000000
80,W,W,1,-0.926862,-0.981890,-1.000000,-1.000000,-0.999983,-0.999456,-1.000000,-0.998646,-0.999328,-0.870879,-1.000000,-0.999999,-1.000000,-0.998762,-1.000000,-0.985058,-1.000000,-0.976719,-0.999319,-1.000000,-1.000000,-0.997053,0.999999,-1.000000,-1.000000,-0.999000
81,X,X,1,-0.999970,-0.999957,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-0.999931,-1.000000,-0.999993,-1.000000,-1.000000,-1.000000,-0.999999,-1.000000,-0.999932,-1.000000,-0.999973,-0.999980,-1.000000,-1.000000,-0.999426,-1.000000,0.999827,-1.000000,-1.000000
82,J,Z,0,-0.999886,-0.999814,-1.000000,-1.000000,-1.000000,-0.999995,-1.000000,-0.999752,-0.999997,-0.999547,-1.000000,-1.000000,-1.000000,-0.999999,-1.000000,-0.999975,-1.000000,-0.999963,-1.000000,-1.000000,-1.000000,-0.999896,-0.999987,-1.000000,-1.000000,-0.998510
