indice,esperado,previsto,acertou,y_A,y_B,y_C,y_D,y_E,y_F,y_G,y_H,y_I,y_J,y_K,y_L,y_M,y_N,y_O,y_P,y_Q,y_R,y_S,y_T,y_U,y_V,y_W,y_X,y_Y,y_Z
11,Y,Y,1,-1.000000,-1.000000,-1.000000,-0.999856,-1.000000,-1.000000,-0.999307,-1.000000,-0.985883,-0.999962,-0.999660,-1.000000,-0.999999,-0.999834,-0.997132,-1.000000,-0.997700,-1.000000,-0.994005,-1.000000,-0.999934,-0.991485,-0.999994,-1.000000,0.940086,-1.000000
12,S,C,0,-0.990245,-0.999995,-0.950827,-0.999997,-0.998967,-0.999956,-0.999992,-1.000000,-1.000000,-1.000000,-0.999996,-0.950857,-1.000000,-0.999799,-0.999993,-1.000000,-0.999847,-0.998322,-0.999303,-1.000000,-1.000000,-1.000000,-0.996821,-1.000000,-1.000000,-0.999999
13,P,P,1,-1.000000,-0.945841,-0.999991,-0.990319,-0.999914,-0.999900,-0.999342,-0.999994,-0.999999,-0.999997,-0.999966,-0.996624,-1.000000,-0.998550,-0.999973,-0.162629,-1.000000,-0.999990,-0.998438,-0.999999,-1.000000,-1.000000,-0.999999,-1.000000,-1.000000,-0.998531
14,G,C,0,-0.971266,-0.999993,-0.929304,-0.999996,-0.998368,-0.999911,-0.999995,-1.000000,-1.000000,-1.000000,-0.999998,-0.937192,-1.000000,-0.999802,-0.999995,-1.000000,-0.999961,-0.996081,-0.999465,-1.000000,-1.000000,-1.000000,-0.996241,-1.000000,-1.000000,-0.999998
15,Q,Q,1,-0.999833,-0.999998,-0.994714,-0.999999,-0.999999,-1.000000,-0.999951,-1.000000,-1.000000,-0.989556,-0.999895,-0.998895,-1.000000,-0.998789,-0.999678,-1.000000,0.980377,-0.996651,-0.993894,-1.000000,-0.999711,-1.000000,-0.999105,-1.000000,-1.000000,-1.000000
16,L,C,0,-0.980031,-0.999993,-0.913364,-0.999996,-0.997889,-0.999886,-0.999994,-1.000000,-1.000000,-1.000000,-0.999998,-0.914715,-1.000000,-0.999785,-0.999995,-1.000000,-0.999955,-0.996748,-0.999373,-1.000000,-1.000000,-1.000000,-0.996391,-1.000000,-1.000000,-0.999998
17,Q,J,0,-1.000000,-0.999996,-0.999997,-0.999906,-0.999978,-0.999998,-0.997932,-1.000000,-0.999733,-0.972497,-0.999406,-0.999949,-1.000000,-0.994944,-0.999962,-0.987406,-1.000000,-0.999978,-0.982438,-1.000000,-1.000000,-0.981055,-0.999999,-1.000000,-1.000000,-1.000000
18,Z,Z,1,-0.968348,-1.000000,-0.999978,-0.999957,-0.996812,-0.998768,-0.999837,-1.000000,-1.000000,-0.997720,-0.999990,-0.999912,-1.000000,-0.999739,-0.999941,-0.999998,-1.000000,-0.999988,-0.999011,-0.999752,-1.000000,-1.000000,-0.999987,-0.999706,-1.000000,0.912111
19,H,W,0,-0.999959,-1.000000,-0.999432,-0.999997,-0.999984,-1.000000,-0.999999,-0.999998,-1.000000,-1.000000,-0.999999,-0.999694,-1.000000,-0.999958,-0.999978,-1.000000,-0.993718,-1.000000,-0.999761,-1.000000,-0.999812,-1.000000,-0.983094,-0.999996,-1.000000,-1.000000
20,F,E,0,-0.999984,-1.000000,-0.998297,-0.999812,-0.515038,-0.811302,-0.999470,-1.000000,-0.999900,-0.998787,-0.999971,-0.941142,-1.000000,-0.998656,-0.999935,-0.999797,-1.000000,-1.000000,-0.974495,-1.000000,-1.000000,-0.999999,-0.999995,-0.999999,-1.000000,-0.953588
21,K,V,0,-1.000000,-1.000000,-0.999999,-0.999460,-0.999977,-0.999996,-0.999975,-0.998140,-1.000000,-1.000000,-0.999989,-0.999991,-1.000000,-0.998478,-0.999979,-0.981079,-1.000000,-1.000000,-0.996901,-1.000000,-1.000000,-0.974107,-0.999994,-0.999809,-0.999348,-1.000000
22,O,Q,0,-0.999995,-1.000000,-0.999995,-1.000000,-1.000000,-1.000000,-0.999994,-1.000000,-1.000000,-0.999999,-0.999978,-0.999998,-0.999991,-0.999980,-0.999867,-1.000000,0.565202,-1.000000,-0.999786,-1.000000,-0.998690,-0.999941,-0.992656,-1.000000,-1.000000,-1.000000
23,Z,P,0,-1.000000,-0.999982,-0.999803,-0.999288,-0.996880,-0.998713,-0.999789,-1.000000,-0.999997,-0.999999,-0.999976,-0.997410,-1.000000,-0.992012,-0.999995,0.900939,-1.000000,-0.997910,-0.991545,-1.000000,-1.000000,-0.999998,-0.999999,-1.000000,-1.000000,-0.999978
24,V,V,1,-1.000000,-1.000000,-1.000000,-0.999926,-1.000000,-1.000000,-0.999739,-0.999999,-1.000000,-0.999994,-0.999722,-1.000000,-0.999999,-0.999021,-0.999833,-0.999993,-0.999995,-1.000000,-0.993295,-1.000000,-1.000000,0.989217,-0.999998,-1.000000,-0.999585,-1.000000
25,J,I,0,-1.000000,-1.000000,-0.999997,-0.999817,-0.999973,-0.999999,-0.994508,-1.000000,0.987013,-0.823360,-0.999273,-0.999895,-1.000000,-0.999141,-0.999346,-1.000000,-0.999984,-1.000000,-0.984289,-0.999143,-1.000000,-1.000000,-0.999999,-1.000000,-0.999789,-1.000000
26,C,L,0,-0.999979,-0.994374,-0.944442,-0.999866,-0.998669,-0.999816,-0.999965,-1.000000,-0.999999,-1.000000,-0.999994,0.467677,-1.000000,-0.999898,-0.999972,-1.000000,-1.000000,-0.999998,-0.999207,-1.000000,-0.931927,-1.000000,-0.998146,-1.000000,-1.000000,-0.999998
27,J,J,1,-1.000000,-1.000000,-0.999970,-0.999975,-0.995456,-0.999700,-0.994816,-1.000000,-0.990425,0.923434,-0.999297,-0.998819,-1.000000,-0.999150,-0.999507,-1.000000,-0.999472,-1.000000,-0.947507,-1.000000,-1.000000,-0.993808,-0.999998,-1.000000,-1.000000,-0.999930
28,K,W,0,-0.999915,-0.999978,-0.999995,-0.999976,-1.000000,-1.000000,-0.999999,-0.999627,-1.000000,-1.000000,-0.999999,-0.999972,-1.000000,-0.999996,-0.999890,-1.000000,-1.000000,-1.000000,-0.999988,-1.000000,-0.996794,-1.000000,-0.980466,-0.999738,-1.000000,-1.000000
29,U,U,1,-1.000000,-0.999222,-0.999999,-0.999947,-1.000000,-1.000000,-0.999983,-0.867975,-1.000000,-1.000000,-0.999940,-0.999984,-0.997275,-0.999925,-0.999930,-1.000000,-0.999998,-1.000000,-0.999793,-1.000000,0.801090,-0.989972,-0.999173,-1.000000,-1.000000,-1.000000
30,I,I,1,-1.000000,-1.000000,-0.999997,-0.999817,-0.999973,-0.999999,-0.994508,-1.000000,0.987011,-0.823348,-0.999273,-0.999895,-1.000000,-0.999141,-0.999346,-1.000000,-0.999984,-1.000000,-0.984289,-0.999143,-1.000000,-1.000000,-0.999999,-1.000000,-0.999789,-1.000000
31,L,C,0,-0.980031,-0.999993,-0.913364,-0.999996,-0.997889,-0.999886,-0.999994,-1.000000,-1.000000,-1.000000,-0.999998,-0.914715,-1.000000,-0.999785,-0.999995,-1.000000,-0.999955,-0.996748,-0.999373,-1.000000,-1.000000,-1.000000,-0.996391,-1.000000,-1.000000,-0.999998
32,S,Q,0,-0.999862,-0.999999,-0.998419,-0.999999,-0.999985,-1.000000,-0.999946,-1.000000,-0.999996,-0.998791,-0.999941,-0.998266,-1.000000,-0.999864,-0.999963,-1.000000,-0.809348,-0.999966,-0.998693,-1.000000,-0.999944,-1.000000,-0.998501,-1.000000,-1.000000,-1.000000
33,J,J,1,-1.000000,-0.999996,-0.999997,-0.999906,-0.999978,-0.999998,-0.997932,-1.000000,-0.999733,-0.972497,-0.999406,-0.999949,-1.000000,-0.994944,-0.999962,-0.987406,-1.000000,-0.999978,-0.982438,-1.000000,-1.000000,-0.981055,-0.999999,-1.000000,-1.000000,-1.000000
34,K,X,0,-1.000000,-1.000000,-0.999991,-0.999834,-0.997038,-0.999618,-0.999939,-1.000000,-1.000000,-1.000000,-0.999987,-0.999844,-1.000000,-0.999695,-0.999776,-1.000000,-0.999993,-1.000000,-0.991272,-1.000000,-0.999999,-0.989604,-0.999978,-0.907520,-0.998732,-1.000000
35,R,A,0,0.901518,-0.999940,-0.998822,-0.999999,-0.999989,-0.999999,-0.999998,-1.000000,-1.000000,-1.000000,-0.999999,-0.999868,-1.000000,-0.999958,-0.999996,-1.000000,-0.999997,-0.860419,-0.999976,-1.000000,-1.000000,-1.000000,-0.991684,-1.000000,-1.000000,-0.998565
36,X,X,1,-0.999938,-1.000000,-1.000000,-0.999967,-0.999977,-0.999997,-0.999979,-1.000000,-1.000000,-0.999999,-0.999995,-1.000000,-1.000000,-0.999950,-0.999733,-1.000000,-0.999999,-1.000000,-0.999620,-1.000000,-1.000000,-0.999889,-0.999942,0.915385,-0.998149,-0.999351
37,Z,Z,1,-0.968348,-1.000000,-0.999978,-0.999957,-0.996812,-0.998768,-0.999837,-1.000000,-1.000000,-0.997720,-0.999990,-0.999912,-1.000000,-0.999739,-0.999941,-0.999998,-1.000000,-0.999988,-0.999011,-0.999752,-1.000000,-1.000000,-0.999987,-0.999706,-1.000000,0.912111
38,V,V,1,-1.000000,-1.000000,-1.000000,-0.999926,-1.000000,-1.000000,-0.999739,-0.999999,-1.000000,-0.999994,-0.999722,-1.000000,-0.999999,-0.999021,-0.999833,-0.999993,-0.999995,-1.000000,-0.993295,-1.000000,-1.000000,0.989217,-0.999998,-1.000000,-0.999585,-1.000000
39,V,V,1,-1.000000,-1.000000,-1.000000,-0.999980,-0.999966,-0.999999,-0.999351,-1.000000,-1.000000,-0.990677,-0.999672,-0.999996,-1.000000,-0.999834,-0.997877,-1.000000,-0.933179,-1.000000,-0.979906,-1.000000,-0.999594,0.967441,-0.999990,-0.999960,-0.999223,-1.000000
40,S,C,0,-0.980031,-0.999993,-0.913364,-0.999996,-0.997889,-0.999886,-0.999994,-1.000000,-1.000000,-1.000000,-0.999998,-0.914715,-1.000000,-0.999785,-0.999995,-1.000000,-0.999955,-0.996748,-0.999373,-1.000000,-1.000000,-1.000000,-0.996391,-1.000000,-1.000000,-0.999998
41,N,C,0,-0.980031,-0.999993,-0.913365,-0.999996,-0.997889,-0.999886,-0.999994,-1.000000,-1.000000,-1.000000,-0.999998,-0.914716,-1.000000,-0.999785,-0.999995,-1.000000,-0.999955,-0.996748,-0.999373,-1.000000,-1.000000,-1.000000,-0.996391,-1.000000,-1.000000,-0.999998
42,W,W,1,-0.919877,-0.999941,-0.998342,-0.999943,-0.999671,-0.999923,-0.999811,-1.000000,-1.000000,-0.999997,-0.999750,-0.999792,-1.000000,-0.999109,-0.999975,-1.000000,-0.999989,-0.999673,-0.995842,-0.999992,-1.000000,-1.000000,0.999998,-1.000000,-1.000000,-0.994948
43,A,C,0,-0.980030,-0.999993,-0.913368,-0.999996,-0.997889,-0.999886,-0.999994,-1.000000,-1.000000,-1.000000,-0.999998,-0.914720,-1.000000,-0.999785,-0.999995,-1.000000,-0.999955,-0.996748,-0.999373,-1.000000,-1.000000,-1.000000,-0.996391,-1.000000,-1.000000,-0.999998
44,E,E,1,-0.999984,-1.000000,-0.998297,-0.999812,-0.515038,-0.811301,-0.999470,-1.000000,-0.999900,-0.998787,-0.999971,-0.941141,-1.000000,-0.998656,-0.999935,-0.999797,-1.000000,-1.000000,-0.974495,-1.000000,-1.000000,-0.999999,-0.999995,-0.999999,-1.000000,-0.953588
45,V,Y,0,-1.000000,-0.999961,-1.000000,-0.956326,-0.999999,-1.000000,-0.960235,-1.000000,-0.890321,-0.999994,-0.995144,-0.999884,-0.285847,-0.994279,-0.996012,-0.999863,-1.000000,-1.000000,-0.945269,-0.999998,-0.576652,-0.824216,-1.000000,-1.000000,0.997764,-1.000000
46,W,W,1,-0.999224,-0.999989,-0.999956,-0.999998,-0.999999,-1.000000,-0.999536,-1.000000,-1.000000,-0.999762,-0.999865,-0.999998,-1.000000,-0.999937,-0.999923,-1.000000,-0.995537,-0.999914,-0.999857,-1.000000,-1.000000,-1.000000,0.923310,-1.000000,-1.000000,-0.999974
47,M,M,1,-1.000000,-0.999999,-0.999999,-0.999998,-1.000000,-1.000000,-0.999997,-0.999754,-1.000000,-1.000000,-0.999977,-1.000000,-0.865453,-0.999844,-0.999987,-1.000000,-0.997985,-0.999980,-0.999837,-1.000000,-0.999949,-0.997784,-0.998386,-1.000000,-1.000000,-1.000000
48,J,I,0,-0.999999,-1.000000,-0.999868,-0.998694,-0.996737,-0.999286,-0.999397,-1.000000,0.292116,-0.999994,-0.999967,-0.995239,-1.000000,-0.998661,-0.999908,-0.999991,-1.000000,-0.999999,-0.992268,-0.975351,-1.000000,-1.000000,-0.999997,-1.000000,-0.999633,-0.999971
49,T,T,1,-0.999031,-1.000000,-0.999998,-0.999666,-0.999978,-0.999994,-0.999822,-1.000000,-0.986811,-0.999991,-0.999989,-0.999990,-1.000000,-0.999723,-0.999921,-1.000000,-1.000000,-0.999968,-0.999680,0.968941,-1.000000,-1.000000,-0.999993,-1.000000,-0.999501,-0.974036
50,G,Q,0,-0.999862,-0.999999,-0.998419,-0.999999,-0.999985,-1.000000,-0.999946,-1.000000,-0.999996,-0.998791,-0.999941,-0.998266,-1.000000,-0.999864,-0.999963,-1.000000,-0.809348,-0.999966,-0.998693,-1.000000,-0.999944,-1.000000,-0.998501,-1.000000,-1.000000,-1.000000
51,Q,Q,1,-0.999864,-0.999999,-0.998421,-0.999999,-0.999985,-1.000000,-0.999946,-1.000000,-0.999996,-0.998788,-0.999941,-0.998251,-1.000000,-0.999864,-0.999963,-1.000000,-0.811801,-0.999967,-0.998692,-1.000000,-0.999943,-1.000000,-0.998503,-1.000000,-1.000000,-1.000000
52,G,C,0,-0.980031,-0.999993,-0.913364,-0.999996,-0.997889,-0.999886,-0.999994,-1.000000,-1.000000,-1.000000,-0.999998,-0.914715,-1.000000,-0.999785,-0.999995,-1.000000,-0.999955,-0.996748,-0.999373,-1.000000,-1.000000,-1.000000,-0.996391,-1.000000,-1.000000,-0.999998
53,B,Q,0,-0.999862,-0.999999,-0.998419,-0.999999,-0.999985,-1.000000,-0.999946,-1.000000,-0.999996,-0.998791,-0.999941,-0.998266,-1.000000,-0.999864,-0.999963,-1.000000,-0.809348,-0.999966,-0.998693,-1.000000,-0.999944,-1.000000,-0.998501,-1.000000,-1.000000,-1.000000
54,E,C,0,-0.980031,-0.999993,-0.913364,-0.999996,-0.997889,-0.999886,-0.999994,-1.000000,-1.000000,-1.000000,-0.999998,-0.914715,-1.000000,-0.999785,-0.999995,-1.000000,-0.999955,-0.996748,-0.999373,-1.000000,-1.000000,-1.000000,-0.996391,-1.000000,-1.000000,-0.999998
55,P,P,1,-1.000000,-0.999983,-0.999801,-0.999292,-0.996821,-0.998690,-0.999788,-1.000000,-0.999997,-0.999999,-0.999976,-0.997381,-1.000000,-0.992062,-0.999995,0.896807,-1.000000,-0.997976,-0.991511,-1.000000,-1.000000,-0.999998,-0.999999,-1.000000,-1.000000,-0.999977
56,O,Q,0,-0.999862,-0.999999,-0.998419,-0.999999,-0.999985,-1.000000,-0.999946,-1.000000,-0.999996,-0.998791,-0.999941,-0.998266,-1.000000,-0.999864,-0.999963,-1.000000,-0.809348,-0.999966,-0.998693,-1.000000,-0.999944,-1.000000,-0.998501,-1.000000,-1.000000,-1.000000
57,G,C,0,-0.980034,-0.999993,-0.913373,-0.999996,-0.997889,-0.999886,-0.999994,-1.000000,-1.000000,-1.000000,-0.999998,-0.914723,-1.000000,-0.999785,-0.999995,-1.000000,-0.999955,-0.996748,-0.999373,-1.000000,-1.000000,-1.000000,-0.996391,-1.000000,-1.000000,-0.999998
58,C,Q,0,-0.999849,-0.999999,-0.998294,-0.999999,-0.999984,-1.000000,-0.999948,-1.000000,-0.999996,-0.999010,-0.999945,-0.998133,-1.000000,-0.999863,-0.999964,-1.000000,-0.835030,-0.999963,-0.998711,-1.000000,-0.999950,-1.000000,-0.998476,-1.000000,-1.000000,-1.000000
59,C,Q,0,-0.999862,-0.999999,-0.998419,-0.999999,-0.999985,-1.000000,-0.999946,-1.000000,-0.999996,-0.998791,-0.999941,-0.998266,-1.000000,-0.999864,-0.999963,-1.000000,-0.809363,-0.999966,-0.998693,-1.000000,-0.999944,-1.000000,-0.998501,-1.000000,-1.000000,-1.000000
60,N,W,0,-0.999958,-1.000000,-0.999434,-0.999997,-0.999984,-1.000000,-0.999999,-0.999998,-1.000000,-1.000000,-0.999999,-0.999693,-1.000000,-0.999958,-0.999978,-1.000000,-0.993698,-1.000000,-0.999762,-1.000000,-0.999811,-1.000000,-0.983528,-0.999996,-1.000000,-1.000000
61,Q,Q,1,-1.000000,-1.000000,-0.999989,-1.000000,-1.000000,-1.000000,-0.999993,-1.000000,-1.000000,-1.000000,-0.999972,-0.999993,-0.999970,-0.999972,-0.999844,-1.000000,0.855158,-1.000000,-0.999489,-1.000000,-0.956185,-0.999462,-0.993433,-1.000000,-1.000000,-1.000000
62,P,P,1,-1.000000,-0.999982,-0.999807,-0.999293,-0.996954,-0.998743,-0.999790,-1.000000,-0.999997,-0.999999,-0.999976,-0.997485,-1.000000,-0.992073,-0.999995,0.898759,-1.000000,-0.997874,-0.991669,-1.000000,-1.000000,-0.999998,-0.999999,-1.000000,-1.000000,-0.999977
63,W,W,1,0.993957,-0.998913,-0.990491,-0.999953,-0.720677,-0.983289,-0.994246,-1.000000,-0.999947,-0.999883,-0.998273,-0.987682,-1.000000,-0.999075,-0.998944,-1.000000,-0.999993,-0.998428,-0.997020,-0.999725,-1.000000,-1.000000,0.999953,-0.999974,-1.000000,0.505844
64,Z,Z,1,-0.968348,-1.000000,-0.999978,-0.999957,-0.996812,-0.998768,-0.999837,-1.000000,-1.000000,-0.997720,-0.999990,-0.999912,-1.000000,-0.999739,-0.999941,-0.999998,-1.000000,-0.999988,-0.999011,-0.999752,-1.000000,-1.000000,-0.999987,-0.999706,-1.000000,0.912111
65,G,Q,0,-0.999862,-0.999999,-0.998419,-0.999999,-0.999985,-1.000000,-0.999946,-1.000000,-0.999996,-0.998791,-0.999941,-0.998265,-1.000000,-0.999864,-0.999963,-1.000000,-0.809354,-0.999966,-0.998693,-1.000000,-0.999944,-1.000000,-0.998501,-1.000000,-1.000000,-1.000000
66,K,U,0,-0.999994,-0.999976,-0.998774,-0.999997,-0.999987,-1.000000,-0.999873,-1.000000,-0.999986,-0.997752,-0.999908,-0.989744,-1.000000,-0.999899,-0.999919,-1.000000,-0.990374,-0.999999,-0.998476,-1.000000,-0.986724,-1.000000,-0.998974,-1.000000,-1.000000,-1.000000
67,Q,Q,1,-0.999437,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-0.999998,-1.000000,-1.000000,-1.000000,-0.999990,-1.000000,-0.999998,-0.999995,-0.999852,-1.000000,-0.076563,-1.000000,-0.999981,-1.000000,-0.999997,-0.999993,-0.984168,-1.000000,-1.000000,-1.000000
68,M,M,1,-1.000000,-0.999999,-0.999999,-0.999998,-1.000000,-1.000000,-0.999997,-0.999754,-1.000000,-1.000000,-0.999977,-1.000000,-0.865490,-0.999844,-0.999987,-1.000000,-0.997985,-0.999980,-0.999837,-1.000000,-0.999949,-0.997784,-0.998386,-1.000000,-1.000000,-1.000000
69,Q,Q,1,-0.999869,-0.999999,-0.998486,-0.999999,-0.999986,-1.000000,-0.999947,-1.000000,-0.999996,-0.998876,-0.999942,-0.998348,-1.000000,-0.999866,-0.999962,-1.000000,-0.801935,-0.999969,-0.998703,-1.000000,-0.999941,-1.000000,-0.998481,-1.000000,-1.000000,-1.000000
70,G,C,0,-0.980031,-0.999993,-0.913364,-0.999996,-0.997889,-0.999886,-0.999994,-1.000000,-1.000000,-1.000000,-0.999998,-0.914715,-1.000000,-0.999785,-0.999995,-1.000000,-0.999955,-0.996748,-0.999373,-1.000000,-1.000000,-1.000000,-0.996391,-1.000000,-1.000000,-0.999998
71,T,T,1,-0.998801,-1.000000,-0.999998,-0.999680,-0.999981,-0.999995,-0.999827,-1.000000,-0.988735,-0.999991,-0.999989,-0.999992,-1.000000,-0.999736,-0.999922,-1.000000,-1.000000,-0.999964,-0.999708,0.975587,-1.000000,-1.000000,-0.999993,-1.000000,-0.999497,-0.968637
72,M,M,1,-1.000000,-0.999999,-1.000000,-0.999987,-1.000000,-1.000000,-0.999997,-1.000000,-1.000000,-1.000000,-0.999975,-1.000000,0.997318,-0.999842,-0.999984,-1.000000,-0.999926,-0.999923,-0.999952,-1.000000,-0.999991,-1.000000,-0.999079,-1.000000,-0.999210,-1.000000
73,U,Q,0,-1.000000,-1.000000,-0.999990,-1.000000,-1.000000,-1.000000,-0.999993,-1.000000,-1.000000,-1.000000,-0.999972,-0.999994,-0.999965,-0.999974,-0.999837,-1.000000,0.872805,-1.000000,-0.999503,-1.000000,-0.945869,-0.999279,-0.993136,-1.000000,-1.000000,-1.000000
74,B,C,0,-0.980031,-0.999993,-0.913364,-0.999996,-0.997889,-0.999886,-0.999994,-1.000000,-1.000000,-1.000000,-0.999998,-0.914715,-1.000000,-0.999785,-0.999995,-1.000000,-0.999955,-0.996748,-0.999373,-1.000000,-1.000000,-1.000000,-0.996391,-1.000000,-1.000000,-0.999998
75,B,B,1,-1.000000,0.605439,-0.993410,-0.999495,-0.999993,-0.999999,-0.999986,-0.997819,-1.000000,-1.000000,-0.999995,-0.790016,-1.000000,-0.999389,-0.999998,-0.998302,-1.000000,-0.985737,-0.999739,-1.000000,-0.999936,-1.000000,-0.999565,-1.000000,-1.000000,-1.000000
76,U,M,0,-1.000000,-0.999999,-0.999999,-0.999998,-1.000000,-1.000000,-0.999997,-0.999627,-1.000000,-1.000000,-0.999975,-1.000000,-0.894494,-0.999851,-0.999986,-1.000000,-0.998719,-0.999988,-0.999834,-1.000000,-0.999882,-0.997544,-0.998455,-1.000000,-1.000000,-1.000000
77,I,I,1,-1.000000,-1.000000,-0.999997,-0.999817,-0.999973,-0.999999,-0.994508,-1.000000,0.987013,-0.823358,-0.999273,-0.999895,-1.000000,-0.999141,-0.999346,-1.000000,-0.999984,-1.000000,-0.984289,-0.999143,-1.000000,-1.000000,-0.999999,-1.000000,-0.999789,-1.000000
78,H,H,1,-1.000000,-0.999996,-0.999934,-0.999988,-1.000000,-1.000000,-1.000000,-0.731152,-1.000000,-1.000000,-0.999999,-0.999987,-0.998461,-0.999752,-0.999998,-0.999999,-1.000000,-0.998027,-0.999922,-1.000000,-1.000000,-1.000000,-0.996114,-1.000000,-1.000000,-1.000000
79,U,U,1,-1.000000,-0.999999,-0.999994,-0.999986,-1.000000,-1.000000,-0.999957,-0.999999,-1.000000,-0.999999,-0.999928,-0.999630,-0.999999,-0.999987,-0.999080,-1.000000,-0.971231,-1.000000,-0.999372,-1.000000,0.999803,-0.996543,-0.996470,-1.000000,-1.000000,-1.000000
80,W,W,1,-0.284496,-0.999808,-0.997069,-0.999730,-0.998757,-0.999689,-0.999643,-1.000000,-0.999998,-0.999990,-0.999428,-0.999513,-1.000000,-0.999186,-0.999901,-1.000000,-0.999911,-0.996323,-0.994370,-0.999932,-1.000000,-1.000000,0.999999,-1.000000,-1.000000,-0.928100
81,X,X,1,-0.999930,-1.000000,-1.000000,-0.999967,-0.999976,-0.999996,-0.999980,-1.000000,-1.000000,-1.000000,-0.999995,-1.000000,-1.000000,-0.999950,-0.999744,-1.000000,-0.999999,-1.000000,-0.999632,-1.000000,-1.000000,-0.999909,-0.999940,0.920235,-0.998235,-0.999326
82,J,Q,0,-0.999862,-0.999999,-0.998419,-0.999999,-0.999985,-1.000000,-0.999946,-1.000000,-0.999996,-0.998791,-0.999941,-0.998266,-1.000000,-0.999864,-0.999963,-1.000000,-0.809348,-0.999966,-0.998693,-1.000000,-0.999944,-1.000000,-0.998501,-1.000000,-1.000000,-1.000000
