indice,esperado,previsto,acertou,y_A,y_B,y_C,y_D,y_E,y_F,y_G,y_H,y_I,y_J,y_K,y_L,y_M,y_N,y_O,y_P,y_Q,y_R,y_S,y_T,y_U,y_V,y_W,y_X,y_Y,y_Z
12,S,D,0,-0.999941,-0.999960,-0.999967,-0.998051,-0.999918,-0.999993,-0.999998,-0.999939,-0.999824,-1.000000,-1.000000,-0.999996,-0.999997,-0.999998,-0.999869,-0.999999,-0.999997,-0.999989,-0.999999,-1.000000,-0.999959,-0.999862,-0.999812,-1.000000,-0.999227,-0.999707
13,P,X,0,-1.000000,-0.999991,-0.999993,-0.999970,-1.000000,-1.000000,-0.999991,-0.999978,-0.999996,-0.999985,-0.999963,-0.999807,-0.999998,-0.999996,-0.999999,-0.999958,-0.999976,-0.999992,-0.999999,-0.999961,-0.999989,-0.999806,-0.999968,-0.999789,-0.999864,-0.999950
14,G,W,0,-0.999999,-0.999992,-0.999982,-0.999981,-0.999999,-0.999999,-0.999998,-0.999991,-0.999999,-1.000000,-0.999992,-0.999985,-0.996081,-0.999988,-0.999989,-0.999999,-0.999693,-1.000000,-0.999982,-1.000000,-0.999575,-0.999959,-0.991249,-0.999999,-0.999998,-0.999976
15,Q,Q,1,-0.999558,-0.999878,-0.999843,-0.999134,-0.999553,-0.999963,-0.995505,-0.999925,-0.999058,-0.999874,-1.000000,-0.999972,-0.993209,-1.000000,-0.999996,-0.999742,-0.295639,-0.999941,-0.999974,-1.000000,-0.998262,-0.999730,-0.988303,-0.989642,-0.997889,-0.999818
16,L,W,0,-0.999779,-0.999958,-0.999724,-0.998800,-0.999991,-0.999999,-0.999936,-0.999943,-0.999203,-0.999999,-1.000000,-0.999815,-0.999998,-0.999997,-0.999972,-0.999997,-1.000000,-0.999437,-0.999999,-1.000000,-0.999983,-0.999722,-0.994492,-0.999834,-0.998155,-0.997921
17,Q,Y,0,-0.999980,-0.997794,-0.999512,-0.989984,-0.999981,-0.999995,-0.999996,-0.998669,-0.998523,-0.999999,-0.999999,-0.999976,-0.999998,-0.999967,-0.999934,-0.999900,-0.999593,-0.999992,-0.999998,-0.999988,-0.996869,-0.990975,-0.999998,-0.999997,-0.968189,-0.999658
18,Z,Y,0,-0.999994,-0.998093,-0.999953,-0.999924,-0.999991,-1.000000,-0.999954,-0.999905,-0.998739,-0.999576,-0.999982,-0.999619,-0.999999,-0.999999,-0.999898,-0.999694,-0.999827,-0.999952,-1.000000,-0.999990,-0.999380,-0.999045,-0.999113,-0.998769,-0.997355,-0.999841
19,H,W,0,-0.999974,-0.999993,-0.999999,-0.999993,-0.999985,-0.999999,-0.999881,-0.999997,-0.999991,-0.999773,-0.999998,-0.999927,-0.999956,-0.999999,-0.999998,-0.999986,-0.999978,-0.999797,-0.999998,-1.000000,-0.999992,-0.999984,-0.591818,-0.998816,-0.999995,-0.999914
20,F,I,0,-0.999001,-0.999978,-0.999821,-0.987356,-0.999993,-1.000000,-0.999746,-0.998620,-0.955538,-0.999989,-0.999994,-0.999932,-0.999505,-0.998343,-0.999946,-0.999983,-0.999999,-0.987664,-0.999996,-0.999959,-0.999908,-0.999828,-0.998393,-0.999643,-0.983193,-0.996782
21,K,W,0,-0.999993,-0.999997,-0.999993,-0.999927,-0.999997,-0.999999,-0.999997,-0.999995,-0.999987,-0.999999,-0.999999,-0.999966,-0.999999,-1.000000,-0.999980,-0.999999,-1.000000,-0.999963,-1.000000,-0.999999,-0.999999,-0.999978,-0.997300,-0.999987,-0.999934,-0.999808
22,O,Q,0,-0.999694,-0.999952,-0.999757,-0.998185,-0.999841,-0.999919,-0.998480,-0.999935,-0.999683,-0.999973,-1.000000,-0.999981,-0.996264,-0.999999,-0.999998,-0.999877,-0.804801,-0.999951,-0.999962,-0.999999,-0.999622,-0.999682,-0.997272,-0.996852,-0.997539,-0.999777
23,Z,Y,0,-0.999998,-0.999774,-0.999925,-0.999711,-0.999999,-0.999999,-0.999997,-0.999932,-0.999911,-0.999989,-0.999988,-0.999842,-1.000000,-0.999997,-0.999967,-0.999950,-0.999997,-0.999978,-1.000000,-0.999918,-0.999976,-0.998803,-0.999974,-0.999955,-0.997467,-0.999806
24,V,D,0,-0.999954,-0.999972,-0.999974,-0.998773,-0.999951,-0.999995,-0.999998,-0.999958,-0.999867,-1.000000,-1.000000,-0.999994,-0.999997,-0.999998,-0.999886,-0.999999,-0.999998,-0.999985,-0.999999,-1.000000,-0.999980,-0.999898,-0.999696,-0.999999,-0.999433,-0.999708
25,J,W,0,-0.999970,-0.999245,-0.999952,-0.999903,-0.999978,-1.000000,-0.999898,-0.999936,-0.998139,-0.999859,-0.999996,-0.999684,-0.999998,-0.999999,-0.999890,-0.999922,-0.999962,-0.999880,-1.000000,-0.999999,-0.999646,-0.999617,-0.992962,-0.998667,-0.998433,-0.999702
26,C,W,0,-0.999992,-0.999990,-0.999994,-0.999912,-0.999996,-0.999999,-0.999999,-0.999995,-0.999967,-0.999999,-0.999999,-0.999963,-1.000000,-0.999999,-0.999947,-0.999999,-1.000000,-0.999978,-1.000000,-0.999999,-0.999999,-0.999981,-0.995798,-0.999994,-0.999858,-0.999848
27,J,W,0,-0.999767,-0.998521,-0.999787,-0.999685,-0.999953,-1.000000,-0.999471,-0.999825,-0.989071,-0.999923,-0.999998,-0.999099,-0.999997,-0.999997,-0.999931,-0.999880,-0.999968,-0.999400,-1.000000,-0.999999,-0.998715,-0.999083,-0.987107,-0.994142,-0.994915,-0.998941
28,K,Y,0,-0.999998,-0.999815,-0.999933,-0.999732,-0.999999,-0.999999,-0.999998,-0.999939,-0.999915,-0.999990,-0.999989,-0.999857,-1.000000,-0.999998,-0.999968,-0.999963,-0.999998,-0.999976,-1.000000,-0.999936,-0.999980,-0.999016,-0.999968,-0.999959,-0.997794,-0.999794
29,U,D,0,-0.999938,-0.999940,-0.999887,-0.991250,-0.999781,-0.999975,-0.999996,-0.999877,-0.999823,-1.000000,-1.000000,-0.999998,-0.999996,-0.999999,-0.999868,-0.999999,-0.999993,-0.999984,-0.999999,-1.000000,-0.999886,-0.999684,-0.999938,-1.000000,-0.999516,-0.999788
30,I,W,0,-0.999872,-0.999887,-0.999695,-0.998250,-0.999938,-0.999992,-0.999854,-0.999954,-0.999361,-0.999999,-1.000000,-0.999762,-0.999996,-0.999998,-0.999844,-0.999970,-1.000000,-0.999851,-0.999999,-0.999999,-0.999939,-0.999613,-0.989741,-0.999780,-0.998711,-0.999487
31,L,R,0,-0.998275,-0.999999,-1.000000,-0.999383,-0.999849,-0.999998,-0.999999,-0.999949,-0.999105,-0.999995,-0.999945,-0.999916,-0.999976,-0.999596,-0.999957,-0.999999,-1.000000,-0.993847,-0.999954,-0.999958,-0.999999,-0.999996,-0.999627,-0.999995,-0.999812,-0.999137
32,S,Y,0,-0.999995,-0.998610,-0.999921,-0.999720,-0.999994,-1.000000,-0.999987,-0.999837,-0.999290,-0.999937,-0.999989,-0.999841,-1.000000,-0.999997,-0.999923,-0.999821,-0.999885,-0.999977,-1.000000,-0.999982,-0.999511,-0.998281,-0.999916,-0.999861,-0.995389,-0.999825
33,J,W,0,-0.999987,-0.999993,-0.999989,-0.999869,-0.999995,-0.999999,-0.999998,-0.999993,-0.999971,-0.999999,-0.999999,-0.999969,-1.000000,-1.000000,-0.999943,-0.999999,-1.000000,-0.999951,-1.000000,-0.999999,-0.999999,-0.999967,-0.997297,-0.999992,-0.999866,-0.999716
34,K,W,0,-0.999965,-0.999952,-0.999994,-0.999956,-0.999961,-1.000000,-0.999975,-0.999990,-0.999657,-0.999975,-0.999999,-0.999933,-0.999998,-1.000000,-0.999842,-0.999996,-0.999998,-0.999914,-1.000000,-1.000000,-0.999982,-0.999976,-0.949154,-0.999864,-0.999838,-0.999802
35,R,Y,0,-0.999994,-0.997804,-0.999949,-0.999921,-0.999993,-1.000000,-0.999955,-0.999894,-0.998712,-0.999536,-0.999979,-0.999589,-0.999999,-0.999998,-0.999904,-0.999625,-0.999792,-0.999954,-1.000000,-0.999988,-0.999293,-0.998864,-0.999321,-0.998688,-0.996967,-0.999845
36,X,I,0,-0.999975,-0.999805,-0.999992,-0.999606,-0.999991,-1.000000,-0.999931,-0.999329,-0.979820,-0.996053,-0.999722,-0.999949,-0.999808,-0.999744,-0.999732,-0.999683,-0.999700,-0.999279,-1.000000,-0.999683,-0.999460,-0.999888,-0.999257,-0.999377,-0.994912,-0.999837
37,Z,Y,0,-0.999794,-0.997610,-0.999929,-0.999252,-0.999989,-0.999998,-0.999998,-0.999734,-0.996300,-0.999998,-0.999974,-0.976242,-1.000000,-0.999488,-0.999997,-0.999681,-1.000000,-0.999582,-0.999925,-0.999865,-0.999682,-0.997147,-0.999988,-0.999426,-0.973488,-0.998575
38,V,D,0,-0.999967,-0.999982,-0.999980,-0.999241,-0.999968,-0.999996,-0.999998,-0.999970,-0.999920,-1.000000,-1.000000,-0.999993,-0.999997,-0.999999,-0.999929,-0.999999,-0.999999,-0.999985,-0.999999,-1.000000,-0.999986,-0.999921,-0.999602,-0.999999,-0.999639,-0.999749
39,V,W,0,-0.999983,-0.999995,-0.999992,-0.999830,-0.999995,-0.999999,-0.999997,-0.999991,-0.999953,-0.999999,-0.999999,-0.999978,-0.999999,-0.999999,-0.999932,-0.999999,-1.000000,-0.999921,-1.000000,-0.999999,-0.999999,-0.999978,-0.997153,-0.999993,-0.999856,-0.999714
40,S,W,0,-0.999992,-0.999996,-0.999995,-0.999956,-0.999995,-0.999999,-0.999990,-0.999995,-0.999982,-0.999997,-0.999999,-0.999959,-0.999998,-1.000000,-0.999983,-0.999999,-1.000000,-0.999957,-1.000000,-1.000000,-0.999998,-0.999982,-0.992667,-0.999960,-0.999959,-0.999856
41,N,V,0,-0.999999,-0.998762,-0.999081,-0.999901,-1.000000,-0.999999,-0.999999,-0.999942,-0.999988,-0.999997,-0.999123,-0.999246,-0.999998,-0.999988,-0.999939,-0.999895,-0.999987,-0.999992,-1.000000,-0.999854,-0.999287,-0.995187,-0.999869,-0.999973,-0.999949,-0.999904
42,W,W,1,-0.999990,-0.999955,-0.999968,-0.999999,-0.999984,-1.000000,-0.999996,-0.999985,-0.981801,-0.999999,-0.978181,-0.999819,-0.903832,-0.984130,-0.947697,-0.999937,-0.999995,-0.999991,-0.999742,-0.968236,-0.997821,-0.999985,0.998611,-0.999998,-0.999218,-0.999995
43,A,W,0,-0.999991,-0.999995,-0.999993,-0.999915,-0.999997,-0.999999,-0.999997,-0.999995,-0.999982,-0.999999,-0.999999,-0.999966,-0.999999,-1.000000,-0.999970,-0.999999,-1.000000,-0.999963,-1.000000,-0.999999,-0.999999,-0.999977,-0.996878,-0.999990,-0.999914,-0.999797
44,E,W,0,-0.999994,-0.999988,-0.999948,-0.999557,-0.999991,-0.999997,-0.999996,-0.999991,-0.999983,-0.999998,-0.999998,-0.999983,-1.000000,-1.000000,-0.999944,-0.999999,-1.000000,-0.999940,-1.000000,-0.999999,-0.999997,-0.999933,-0.998280,-0.999991,-0.999966,-0.999880
45,V,D,0,-0.999996,-0.999141,-0.997775,-0.970054,-0.999955,-0.999965,-0.999992,-0.999058,-0.999868,-0.999997,-0.999991,-0.999996,-0.999993,-0.999995,-0.999940,-0.999924,-0.999508,-0.999991,-1.000000,-0.999990,-0.994207,-0.990664,-0.999998,-0.999999,-0.999509,-0.999943
46,W,W,1,-0.999954,-0.999928,-0.999992,-0.999963,-0.999942,-1.000000,-0.999954,-0.999989,-0.999560,-0.999956,-0.999999,-0.999917,-0.999998,-1.000000,-0.999817,-0.999995,-0.999997,-0.999900,-1.000000,-1.000000,-0.999970,-0.999968,-0.926221,-0.999751,-0.999839,-0.999780
47,M,M,1,-0.999983,-1.000000,-1.000000,-0.999736,-0.999996,-1.000000,-0.999987,-0.999958,-0.999944,-0.999995,-0.999987,-0.999998,-0.985275,-0.999793,-0.999995,-0.999999,-0.999991,-0.999890,-0.999957,-0.999995,-0.999996,-0.999999,-0.998749,-0.999996,-0.999973,-0.999936
48,J,Y,0,-0.999994,-0.997638,-0.999945,-0.999915,-0.999992,-1.000000,-0.999950,-0.999885,-0.998514,-0.999523,-0.999979,-0.999573,-0.999999,-0.999998,-0.999902,-0.999601,-0.999780,-0.999950,-1.000000,-0.999988,-0.999207,-0.998801,-0.999292,-0.998563,-0.996682,-0.999836
49,T,Y,0,-0.999993,-0.999937,-0.999950,-0.999733,-0.999998,-0.999999,-0.999996,-0.999967,-0.999908,-0.999996,-0.999997,-0.999900,-1.000000,-0.999999,-0.999963,-0.999992,-1.000000,-0.999954,-1.000000,-0.999991,-0.999991,-0.999677,-0.999760,-0.999966,-0.998998,-0.999688
50,G,D,0,-0.999947,-0.999948,-0.999847,-0.988441,-0.999762,-0.999965,-0.999995,-0.999870,-0.999867,-1.000000,-1.000000,-0.999998,-0.999996,-0.999999,-0.999904,-0.999998,-0.999991,-0.999981,-0.999999,-1.000000,-0.999870,-0.999637,-0.999950,-1.000000,-0.999682,-0.999827
51,Q,Q,1,-0.999717,-0.999959,-0.999741,-0.997899,-0.999868,-0.999908,-0.998847,-0.999937,-0.999738,-0.999981,-1.000000,-0.999983,-0.996932,-0.999999,-0.999998,-0.999898,-0.867446,-0.999953,-0.999961,-0.999998,-0.999718,-0.999672,-0.997976,-0.997729,-0.997468,-0.999767
52,G,W,0,-0.999999,-0.999998,-0.999997,-0.999981,-1.000000,-1.000000,-0.999991,-0.999994,-0.999998,-0.999996,-0.999991,-0.999912,-0.999996,-0.999999,-0.999999,-0.999995,-0.999997,-0.999989,-0.999999,-0.999996,-0.999998,-0.999965,-0.999651,-0.999898,-0.999969,-0.999948
53,B,W,0,-0.999988,-0.999993,-0.999983,-0.999802,-0.999994,-0.999999,-0.999997,-0.999992,-0.999974,-0.999999,-0.999999,-0.999975,-1.000000,-1.000000,-0.999948,-0.999999,-1.000000,-0.999939,-1.000000,-0.999999,-0.999999,-0.999959,-0.997936,-0.999991,-0.999901,-0.999752
54,E,D,0,-0.999994,-0.999980,-0.999830,-0.998369,-0.999989,-0.999994,-0.999990,-0.999976,-0.999978,-0.999994,-0.999997,-0.999987,-1.000000,-1.000000,-0.999959,-0.999997,-1.000000,-0.999863,-1.000000,-0.999997,-0.999995,-0.999742,-0.999772,-0.999983,-0.999944,-0.999865
55,P,Y,0,-0.999998,-0.999993,-0.999990,-0.999778,-1.000000,-1.000000,-0.999979,-0.999872,-0.999893,-0.999962,-0.999916,-0.999916,-0.999955,-0.999901,-0.999997,-0.999948,-0.999983,-0.999894,-0.999998,-0.999804,-0.999977,-0.999874,-0.999943,-0.999781,-0.999296,-0.999880
56,O,I,0,-0.999733,-0.999545,-0.999958,-0.998739,-0.998899,-0.999995,-0.999967,-0.999865,-0.997224,-0.999995,-1.000000,-0.999992,-0.999975,-0.999999,-0.999625,-0.999991,-0.999531,-0.999979,-0.999999,-1.000000,-0.998562,-0.999789,-0.997679,-0.999992,-0.998369,-0.999734
57,G,D,0,-0.999935,-0.999977,-0.999942,-0.998629,-0.999881,-0.999965,-0.999983,-0.999883,-0.999962,-1.000000,-0.999999,-0.999997,-0.999935,-0.999997,-0.999991,-0.999999,-0.999949,-0.999976,-0.999994,-1.000000,-0.999978,-0.999875,-0.999941,-1.000000,-0.999852,-0.999706
58,C,W,0,-0.999991,-0.999996,-0.999993,-0.999916,-0.999997,-0.999999,-0.999997,-0.999995,-0.999985,-0.999999,-0.999999,-0.999968,-0.999999,-1.000000,-0.999974,-0.999999,-1.000000,-0.999960,-1.000000,-0.999999,-0.999999,-0.999977,-0.997040,-0.999989,-0.999927,-0.999788
59,C,D,0,-0.999991,-0.999989,-0.999794,-0.997517,-0.999977,-0.999988,-0.999986,-0.999981,-0.999984,-0.999995,-0.999998,-0.999993,-1.000000,-1.000000,-0.999956,-0.999999,-1.000000,-0.999788,-1.000000,-0.999999,-0.999996,-0.999820,-0.999619,-0.999987,-0.999977,-0.999877
60,N,W,0,-0.999988,-0.999992,-0.999987,-0.999866,-0.999996,-0.999999,-0.999998,-0.999993,-0.999970,-0.999999,-0.999999,-0.999967,-1.000000,-1.000000,-0.999945,-0.999999,-1.000000,-0.999953,-1.000000,-0.999999,-0.999999,-0.999962,-0.997773,-0.999991,-0.999850,-0.999721
61,Q,Q,1,-0.999439,-0.999842,-0.999780,-0.998869,-0.999442,-0.999950,-0.994174,-0.999907,-0.998758,-0.999822,-1.000000,-0.999968,-0.991694,-1.000000,-0.999995,-0.999679,-0.094815,-0.999923,-0.999972,-0.999999,-0.997970,-0.999667,-0.987181,-0.984718,-0.996936,-0.999777
62,P,W,0,-0.999999,-0.998316,-0.999953,-0.999986,-0.999998,-1.000000,-0.999963,-0.999940,-0.999757,-0.999710,-0.999887,-0.999249,-0.999991,-0.999996,-0.999942,-0.999532,-0.998928,-0.999990,-1.000000,-0.999988,-0.998014,-0.999205,-0.996789,-0.998339,-0.999650,-0.999927
63,W,W,1,-0.999995,-0.986861,-0.999910,-0.999995,-0.999909,-0.999973,-0.999971,-0.999985,-0.999987,-0.995729,-0.998685,-0.999105,-0.988554,-0.999736,-0.999892,-0.981272,-0.999791,-0.999958,-0.999550,-0.999962,-0.987582,-0.999308,0.999553,-0.999209,-1.000000,-0.999997
64,Z,Y,0,-0.999868,-0.999023,-0.998604,-0.993366,-0.999998,-1.000000,-0.999889,-0.998249,-0.984950,-0.999990,-0.999990,-0.998920,-0.999997,-0.999664,-0.999985,-0.999682,-0.999995,-0.998569,-0.999998,-0.999882,-0.999248,-0.993031,-0.999951,-0.998542,-0.924993,-0.997372
65,G,D,0,-0.999845,-0.999938,-0.988100,-0.969914,-0.999928,-0.999597,-0.999188,-0.999954,-0.999884,-0.999902,-1.000000,-0.999981,-0.999992,-1.000000,-0.999984,-0.999938,-0.999962,-0.998106,-1.000000,-0.999944,-0.999992,-0.998338,-0.999173,-0.994847,-0.999224,-0.999540
66,K,Y,0,-0.999993,-0.999978,-0.999989,-0.998724,-0.999999,-1.000000,-0.999996,-0.999584,-0.998564,-0.999900,-0.999843,-0.999979,-0.999967,-0.999586,-0.999914,-0.999959,-0.999996,-0.999654,-1.000000,-0.998161,-0.999981,-0.999880,-0.999969,-0.999976,-0.995802,-0.999791
67,Q,Q,1,-0.999455,-0.999854,-0.999794,-0.998998,-0.999491,-0.999955,-0.993984,-0.999920,-0.998857,-0.999838,-1.000000,-0.999970,-0.991592,-1.000000,-0.999996,-0.999659,-0.069500,-0.999932,-0.999974,-0.999999,-0.998037,-0.999684,-0.986953,-0.984177,-0.997292,-0.999802
68,M,W,0,-0.999998,-0.999998,-0.999996,-0.999969,-0.999999,-0.999999,-0.999994,-0.999995,-0.999996,-0.999998,-0.999997,-0.999942,-0.999998,-0.999999,-0.999997,-0.999998,-0.999999,-0.999982,-1.000000,-0.999998,-0.999999,-0.999974,-0.999086,-0.999956,-0.999963,-0.999913
69,Q,Q,1,-0.999820,-0.999983,-0.999717,-0.996861,-0.999945,-0.999860,-0.999573,-0.999947,-0.999903,-0.999995,-1.000000,-0.999988,-0.998229,-0.999999,-0.999999,-0.999951,-0.968805,-0.999964,-0.999946,-0.999997,-0.999917,-0.999680,-0.999357,-0.999290,-0.997741,-0.999750
70,G,W,0,-0.999937,-0.999981,-0.999933,-0.999553,-0.999993,-0.999999,-0.999985,-0.999978,-0.999818,-0.999999,-1.000000,-0.999917,-0.999999,-0.999999,-0.999961,-0.999999,-1.000000,-0.999810,-1.000000,-0.999999,-0.999995,-0.999894,-0.995972,-0.999957,-0.999429,-0.999143
71,T,Y,0,-0.999956,-0.996333,-0.999696,-0.999679,-0.999987,-1.000000,-0.999705,-0.999708,-0.992234,-0.999821,-0.999993,-0.999046,-0.999998,-0.999995,-0.999936,-0.999533,-0.999877,-0.999765,-1.000000,-0.999995,-0.997753,-0.997346,-0.998280,-0.994416,-0.989410,-0.999399
72,M,M,1,-0.999671,-0.999999,-0.999982,-0.997066,-0.999813,-0.999951,-0.999319,-0.998408,-0.999940,-0.999971,-0.999736,-1.000000,-0.314174,-0.999079,-0.999999,-1.000000,-0.998658,-0.997622,-0.999900,-0.999998,-0.999996,-0.999991,-0.999982,-1.000000,-0.999984,-0.999603
73,U,M,0,-0.999980,-0.999999,-0.999998,-0.999378,-0.999982,-0.999997,-0.999992,-0.999943,-0.999961,-0.999999,-0.999999,-0.999998,-0.998882,-0.999973,-0.999995,-0.999999,-0.999939,-0.999989,-0.999924,-1.000000,-0.999968,-0.999989,-0.999792,-0.999999,-0.999927,-0.999929
74,B,W,0,-0.999999,-1.000000,-0.999996,-0.999956,-0.999999,-0.999998,-0.999981,-0.999997,-0.999999,-0.999997,-0.999997,-0.999979,-0.999993,-1.000000,-0.999999,-0.999999,-1.000000,-0.999969,-0.999999,-1.000000,-0.999999,-0.999989,-0.998126,-0.999948,-0.999997,-0.999958
75,B,V,0,-0.999999,-0.999699,-0.999200,-0.996699,-0.999998,-0.999996,-0.999989,-0.999846,-0.999948,-0.999958,-0.999971,-0.999956,-1.000000,-0.999999,-0.999975,-0.999910,-0.999997,-0.999920,-1.000000,-0.999890,-0.999934,-0.995512,-0.999995,-0.999936,-0.999483,-0.999900
76,U,D,0,-0.999930,-0.999961,-0.999977,-0.997147,-0.999888,-0.999993,-0.999998,-0.999908,-0.999692,-1.000000,-1.000000,-0.999997,-0.999990,-0.999994,-0.999852,-0.999999,-0.999994,-0.999990,-0.999996,-1.000000,-0.999931,-0.999899,-0.999847,-1.000000,-0.999005,-0.999763
77,I,Y,0,-0.999990,-0.997797,-0.999959,-0.999923,-0.999988,-1.000000,-0.999966,-0.999891,-0.998575,-0.999564,-0.999973,-0.999358,-1.000000,-0.999998,-0.999923,-0.999633,-0.999837,-0.999933,-1.000000,-0.999988,-0.999321,-0.998831,-0.999512,-0.998629,-0.997030,-0.999802
78,H,W,0,-0.999992,-1.000000,-1.000000,-0.999938,-0.999999,-1.000000,-0.999984,-0.999988,-0.999978,-0.999986,-0.999971,-0.999995,-0.995864,-0.999925,-0.999997,-1.000000,-0.999999,-0.999704,-0.999992,-0.999990,-1.000000,-1.000000,-0.994860,-0.999977,-0.999989,-0.999936
79,U,Q,0,-0.999848,-0.999985,-0.999766,-0.996673,-0.999958,-0.999847,-0.999714,-0.999948,-0.999916,-0.999996,-1.000000,-0.999988,-0.998395,-0.999999,-0.999999,-0.999958,-0.981171,-0.999971,-0.999929,-0.999996,-0.999941,-0.999728,-0.999521,-0.999499,-0.997738,-0.999750
80,W,W,1,-0.998151,-0.997508,-0.996402,-0.999772,-0.727640,-0.999986,-0.401164,-0.996960,0.811852,-0.988333,-0.929030,-0.999258,-0.961187,-0.999560,0.110567,0.171833,-0.936858,-0.998996,-0.998600,-0.520580,-0.233418,-0.987454,0.880390,-0.994692,-0.395399,-0.999981
81,X,Y,0,-0.999997,-0.999825,-0.999952,-0.999760,-0.999999,-0.999999,-0.999998,-0.999935,-0.999919,-0.999990,-0.999981,-0.999712,-1.000000,-0.999996,-0.999983,-0.999957,-0.999998,-0.999964,-1.000000,-0.999917,-0.999980,-0.998895,-0.999985,-0.999951,-0.997919,-0.999740
82,J,W,0,-0.999996,-0.999983,-0.999998,-0.999950,-0.999996,-0.999999,-0.999999,-0.999997,-0.999960,-0.999999,-0.999999,-0.999950,-1.000000,-0.999998,-0.999952,-0.999999,-1.000000,-0.999991,-1.000000,-0.999998,-0.999999,-0.999991,-0.992158,-0.999994,-0.999848,-0.999924
